S.No,Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments,age_bin
525,2014-08-27 17:22:00,36.0,Male,United States,IL,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,,Yes,,No,Yes,Somewhat difficult,Maybe,No,Some of them,Yes,No,Yes,Yes,No,,31-40
526,2014-08-27 17:32:00,41.0,Female,United States,,No,Yes,Yes,Rarely,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,,41-50
527,2014-08-27 17:33:00,24.0,Male,Austria,,Yes,No,No,Sometimes,1-5,No,Yes,Yes,Yes,,,Yes,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,,21-30
528,2014-08-27 17:33:00,51.0,Male,New Zealand,,No,No,Yes,Sometimes,26-100,Yes,Yes,No,Yes,Yes,No,No,Somewhat difficult,Yes,Yes,No,No,No,No,,Yes,,51-60
529,2014-08-27 17:33:00,29.0,Male,United States,NC,No,No,Yes,Sometimes,6-25,No,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,No,Some of them,No,No,Yes,No,,21-30
530,2014-08-27 17:37:00,31.0,Female,Canada,,Yes,Yes,Yes,Sometimes,100-500,Yes,Yes,,,,,,,Maybe,Maybe,Some of them,Yes,No,No,Yes,No,,31-40
531,2014-08-27 17:39:00,27.0,Male,United Kingdom,,No,No,No,,6-25,No,Yes,No,No,No,No,,,No,No,Some of them,Yes,No,Yes,,No,,21-30
532,2014-08-27 17:41:00,31.0,Male,Australia,,No,No,Yes,Rarely,100-500,No,Yes,Yes,Yes,Yes,Yes,,Somewhat easy,No,No,Yes,Yes,Yes,Yes,No,No,,31-40
533,2014-08-27 17:42:00,27.0,Female,Hungary,,Yes,Yes,No,Sometimes,1-5,Yes,Yes,No,No,No,No,No,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No,,21-30
534,2014-08-27 17:46:00,23.0,Male,Sweden,,No,No,No,Rarely,6-25,No,Yes,,No,No,,,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,,21-30
535,2014-08-27 17:47:00,21.0,Male,Canada,,No,No,No,Never,26-100,No,Yes,,,,No,,,Yes,Maybe,No,No,No,Maybe,,No,,21-30
536,2014-08-27 17:48:00,27.0,Female,Australia,,No,Yes,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,No,No,No,,21-30
537,2014-08-27 17:49:00,39.0,Male,United States,WI,No,Yes,Yes,Often,26-100,Yes,Yes,Yes,Yes,Yes,Yes,,Somewhat easy,Yes,No,Some of them,Yes,No,No,No,No,,31-40
538,2014-08-27 17:49:00,26.0,Male,United States,CA,No,Yes,Yes,Never,1000+,No,Yes,,No,No,,,,Maybe,No,No,No,No,No,No,No,,21-30
539,2014-08-27 17:52:00,27.0,Male,United Kingdom,,No,No,No,Never,6-25,No,Yes,,No,No,No,,,Maybe,Maybe,Some of them,Some of them,No,No,,No,,21-30
540,2014-08-27 17:56:00,22.0,Female,United States,CA,No,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,No,,,,No,No,Some of them,Some of them,No,No,No,Yes,,21-30
541,2014-08-27 18:00:00,26.0,Female,United States,MN,No,Yes,Yes,Often,100-500,No,No,,No,No,No,,Somewhat difficult,Maybe,No,No,No,No,Maybe,No,No,,21-30
542,2014-08-27 18:02:00,31.0,Female,United States,PA,No,Yes,Yes,Rarely,100-500,No,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,,31-40
543,2014-08-27 18:02:00,32.0,Male,United Kingdom,,No,No,No,Never,6-25,No,Yes,,No,No,No,,,No,No,Yes,Yes,Yes,Yes,Yes,No,,31-40
544,2014-08-27 18:12:00,28.0,Female,United States,CA,No,Yes,Yes,Often,100-500,Yes,Yes,Yes,No,No,,,,Yes,Yes,Some of them,Some of them,No,No,No,Yes,,21-30
545,2014-08-27 18:13:00,28.0,Non-binary/Other,United Kingdom,,No,Yes,Yes,Rarely,100-500,No,Yes,No,,No,No,Yes,Somewhat difficult,Yes,Yes,Some of them,Some of them,Yes,No,No,Yes,I bring up my depression in interviews solely because I have a large gap on my CV due to mental health issues which could be mistaken for a gap taken to say have children which I feel would harm my chances much more. I have other MH issues I would never bring up with employers or peers.,21-30
546,2014-08-27 18:14:00,23.0,Female,United Kingdom,,No,No,No,,6-25,No,Yes,,,No,No,,Very easy,Maybe,No,No,Some of them,No,Yes,Yes,No,,21-30
547,2014-08-27 18:16:00,30.0,Male,United Kingdom,,No,No,No,Never,26-100,Yes,Yes,,,,,,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,,21-30
548,2014-08-27 18:18:00,36.0,Male,United States,CA,No,Yes,Yes,Sometimes,1000+,No,Yes,Yes,No,No,Yes,,Somewhat difficult,Yes,No,Some of them,Yes,No,Yes,No,No,,31-40
549,2014-08-27 18:22:00,21.0,Male,United States,CA,No,Yes,No,,1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,,No,No,Some of them,Yes,No,Maybe,Yes,No,,21-30
550,2014-08-27 18:29:00,30.0,Male,Germany,,No,No,No,Often,26-100,No,Yes,No,No,,No,,Somewhat easy,Maybe,No,Some of them,Some of them,Maybe,Yes,,No,,21-30
551,2014-08-27 18:39:00,25.0,Female,United States,CA,No,Yes,No,,500-1000,No,No,,,No,No,,,Maybe,No,Some of them,Some of them,No,Maybe,,No,I'm not aware of anyone with mental health issues at work it's definitely not something that's discussed publicly. There's also a lot of other personal info I don't know about my coworkers so it may just be that we tend not to talk about personal issues.,21-30
552,2014-08-27 18:41:00,32.0,Male,New Zealand,,No,No,Yes,Sometimes,6-25,No,Yes,No,No,No,No,,Very easy,No,No,Some of them,Yes,Maybe,Yes,,No,I suffer from mild depression and anxiety.,31-40
553,2014-08-27 18:43:00,29.0,Female,Canada,,No,No,Yes,Sometimes,1-5,No,Yes,No,No,No,No,,,Maybe,No,Some of them,Some of them,No,No,Yes,No,The family history question needs a don't know option.,21-30
554,2014-08-27 18:56:00,21.0,Non-binary/Other,United Kingdom,,No,No,Yes,Sometimes,26-100,No,Yes,No,Yes,Yes,No,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,No,Yes,No,,21-30
555,2014-08-27 18:59:00,27.0,Female,New Zealand,,No,Yes,Yes,Rarely,100-500,Yes,Yes,No,No,No,No,,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Yes,,No,,21-30
556,2014-08-27 19:05:00,32.0,Female,Canada,,No,No,Yes,Often,1000+,No,No,,,,,,,Maybe,No,Some of them,Some of them,No,No,,No,,31-40
557,2014-08-27 19:08:00,34.0,Male,Australia,,No,No,No,Sometimes,1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,,31-40
558,2014-08-27 19:13:00,33.0,Male,United States,NY,No,No,No,,26-100,No,Yes,,No,,,,,Yes,No,Some of them,No,No,Maybe,,No,I'm afraid I haven't seen mental health issues arise at work yet. They are very accommodating with maternity leave but I don't know how that translates to anything else.,31-40
559,2014-08-27 19:13:00,22.0,Male,Netherlands,,No,Yes,Yes,Sometimes,6-25,Yes,Yes,No,,No,,,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,,21-30
560,2014-08-27 19:16:00,24.0,Male,United States,CA,No,No,No,,1000+,No,Yes,,,,,,,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,,21-30
561,2014-08-27 19:17:00,65.0,Male,United States,FL,Yes,No,No,,6-25,Yes,No,No,No,No,No,,Very easy,Maybe,No,Some of them,No,No,No,Yes,No,,61+
562,2014-08-27 19:25:00,27.0,Male,United States,OR,No,Yes,Yes,Sometimes,100-500,Yes,Yes,,No,No,,,,No,No,Some of them,No,No,No,Yes,No,,21-30
563,2014-08-27 19:27:00,33.0,Male,Australia,,No,No,No,Never,1000+,No,Yes,,,,,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,,31-40
564,2014-08-27 19:28:00,36.0,Male,United States,CO,No,No,Yes,Rarely,26-100,No,Yes,,,No,,,,No,No,Some of them,Some of them,No,No,,No,,31-40
565,2014-08-27 19:34:00,40.0,Male,Canada,,No,No,No,Never,26-100,No,Yes,No,No,No,No,,Somewhat difficult,No,No,Some of them,Some of them,No,No,No,No,,31-40
566,2014-08-27 19:34:00,28.0,Male,United States,GA,No,No,Yes,Sometimes,1000+,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,No,Some of them,No,No,Maybe,No,No,,21-30
567,2014-08-27 19:38:00,39.0,Male,United States,OR,No,No,Yes,Sometimes,500-1000,No,Yes,Yes,,Yes,,Yes,,Yes,Maybe,Yes,Yes,No,Maybe,,No,,31-40
568,2014-08-27 19:41:00,32.0,Male,United States,CA,No,No,Yes,Sometimes,1000+,No,Yes,Yes,No,No,Yes,,Somewhat easy,No,No,Yes,Some of them,Maybe,Yes,,No,,31-40
569,2014-08-27 19:45:00,31.0,Male,United States,CA,No,Yes,No,Sometimes,1000+,No,Yes,Yes,,,,,Somewhat easy,Maybe,No,No,Some of them,No,Yes,No,No,Mental health issue I have dealt with: acute depression,31-40
570,2014-08-27 19:59:00,38.0,Male,United States,PA,No,Yes,Yes,Sometimes,100-500,No,Yes,,No,No,No,,,Maybe,Maybe,Some of them,No,No,No,,No,,31-40
571,2014-08-27 20:13:00,23.0,Male,United States,CA,No,Yes,Yes,Rarely,1-5,No,Yes,No,Yes,No,No,,,Maybe,No,Some of them,Yes,No,No,Yes,No,,21-30
572,2014-08-27 20:17:00,42.0,Male,United States,CA,No,No,Yes,Often,1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe,,No,,41-50
573,2014-08-27 20:33:00,27.0,Female,United States,NY,No,No,No,Sometimes,500-1000,No,Yes,,,,Yes,,,No,No,Some of them,Yes,No,No,Yes,No,,21-30
574,2014-08-27 20:48:00,26.0,Female,United States,MA,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,No,No,No,Yes,,21-30
575,2014-08-27 20:52:00,50.0,Male,United States,,No,No,No,Never,26-100,Yes,Yes,No,Yes,No,No,,,No,No,No,No,No,Maybe,No,No,,41-50
576,2014-08-27 20:52:00,37.0,Male,United States,PA,No,Yes,No,Never,26-100,No,Yes,,No,No,,,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,,31-40
577,2014-08-27 20:53:00,23.0,Male,United States,RI,No,No,No,,26-100,No,Yes,,No,,No,,,No,No,Yes,Yes,No,Maybe,,No,,21-30
578,2014-08-27 20:55:00,33.0,Male,United States,MI,No,Yes,No,Sometimes,6-25,Yes,Yes,,,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,,31-40
579,2014-08-27 21:05:00,29.0,Male,Canada,,Yes,No,No,Never,26-100,Yes,Yes,Yes,Yes,No,No,Yes,Very difficult,Yes,No,Some of them,No,No,Yes,No,No,,21-30
580,2014-08-27 21:15:00,34.0,Male,United States,IL,No,Yes,Yes,Sometimes,26-100,Yes,No,Yes,No,No,No,,,Maybe,No,Some of them,Some of them,No,Maybe,,No,Thanks for doing this. It will help end the stigma!,31-40
581,2014-08-27 21:17:00,41.0,Male,United States,CA,No,Yes,Yes,Often,1000+,No,Yes,Yes,No,No,No,,,Maybe,Maybe,Some of them,Some of them,No,No,,Yes,,41-50
582,2014-08-27 21:21:00,50.0,Male,United States,OR,No,Yes,No,,100-500,Yes,Yes,,No,No,,,,No,No,Some of them,Yes,Maybe,Maybe,,No,,41-50
583,2014-08-27 21:35:00,29.0,Male,Canada,,No,No,Yes,Never,1000+,No,No,Yes,,Yes,Yes,Yes,Somewhat difficult,Maybe,No,Some of them,No,No,Maybe,,Yes,For clarity I work at a casino.,21-30
584,2014-08-27 21:39:00,35.0,Male,United States,IN,No,No,No,Never,6-25,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,,31-40
585,2014-08-27 21:45:00,27.0,Male,Singapore,,No,No,No,Sometimes,1-5,Yes,Yes,No,No,No,No,Yes,,Yes,No,Some of them,Yes,No,No,No,No,Most employers / coworkers and even immediate family is not all the time supportive to discuss depression and other problems. ie. My wife thinks she should be able to make sure that I am not depressed  which is funny because sometimes depression state has nothing to do with her.,21-30
586,2014-08-27 21:54:00,40.0,Female,United States,MA,No,No,No,Never,26-100,No,No,,,No,No,,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe,,No,,31-40
587,2014-08-27 21:54:00,27.0,Male,Australia,,No,No,Yes,Often,100-500,Yes,Yes,No,No,No,No,,,Maybe,No,Some of them,No,No,Maybe,No,Yes,,21-30
588,2014-08-27 21:55:00,29.0,Female,United States,MI,No,No,No,Never,26-100,No,Yes,Yes,Yes,Yes,No,Yes,,Maybe,No,Some of them,Some of them,No,Maybe,,Yes,,21-30
589,2014-08-27 22:00:00,31.0,Male,United States,OH,No,Yes,Yes,Sometimes,6-25,No,Yes,No,No,No,No,,Somewhat easy,Maybe,No,Yes,Yes,No,Maybe,,No,,31-40
590,2014-08-27 22:04:00,43.0,Male,United States,OH,No,No,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,,Somewhat easy,No,No,Yes,Yes,No,Maybe,,No,,41-50
591,2014-08-27 22:04:00,34.0,Male,United States,NH,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,No,No,,,Maybe,No,Some of them,Some of them,No,Yes,,Yes,,31-40
592,2014-08-27 22:06:00,29.0,Male,United States,OH,No,Yes,Yes,Sometimes,26-100,No,Yes,,No,No,No,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,Maybe,,No,It has come to interfere with work as life progresses.Between burn out and enduring more of the work and balancing a family. Changes in my mental health have a larger pond to make ripples in.,21-30
593,2014-08-27 22:07:00,19.0,Male,Canada,,No,Yes,Yes,Sometimes,1-5,No,Yes,No,No,No,No,,,Maybe,Maybe,Some of them,No,No,Maybe,,No,,11-20
594,2014-08-27 22:11:00,41.0,Male,United States,TN,No,Yes,Yes,Sometimes,1000+,No,Yes,Yes,,Yes,Yes,,,Maybe,No,Some of them,Some of them,No,No,No,No,,41-50
595,2014-08-27 22:12:00,29.0,Male,United States,OR,No,Yes,No,Never,100-500,No,Yes,Yes,Yes,Yes,Yes,,,No,No,Some of them,Yes,No,Maybe,Yes,No,,21-30
596,2014-08-27 22:13:00,23.0,Male,United States,PA,No,No,No,Rarely,100-500,No,Yes,Yes,,,,,,No,No,Some of them,Some of them,No,No,Yes,No,,21-30
597,2014-08-27 22:14:00,24.0,Female,United States,,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,,No,No,,Somewhat difficult,Yes,Maybe,No,No,No,No,No,Yes,,21-30
598,2014-08-27 22:14:00,31.0,Male,United States,NY,No,No,No,,26-100,Yes,Yes,,No,No,,,,Yes,No,No,No,No,Maybe,,No,,31-40
599,2014-08-27 22:21:00,43.0,Male,United States,WA,No,No,No,,500-1000,Yes,Yes,,,,,,,No,No,Yes,Yes,No,No,Yes,No,,41-50
600,2014-08-27 22:26:00,31.0,Male,United States,NY,No,Yes,Yes,Rarely,100-500,No,Yes,No,No,No,,,Somewhat difficult,Yes,Yes,Some of them,No,No,No,No,Yes,,31-40
601,2014-08-27 22:32:00,29.0,Male,United States,CA,No,Yes,No,Often,100-500,No,Yes,Yes,Yes,Yes,Yes,,,No,No,Some of them,Yes,No,No,,No,,21-30
602,2014-08-27 22:35:00,35.0,Male,United States,TN,Yes,Yes,No,,6-25,Yes,Yes,No,No,Yes,Yes,,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No,The supposed divide between mental and physical health needs to done away with and probably will be as our knowledge of the brain increases. That said we are often employed for our ability to provide value. If any issue prevents is from providing value that creates a very real challenge for the employer who is responsible to shareholders and other team members who are providing value. There are no easy answers here.,31-40
603,2014-08-27 22:36:00,33.0,Male,United States,WI,No,Yes,Yes,Sometimes,100-500,No,No,Yes,,No,No,Yes,Somewhat difficult,Yes,Yes,No,No,No,No,No,No,,31-40
604,2014-08-27 22:55:00,30.0,Cis-Female/Femme,United States,WI,Yes,Yes,Yes,Often,1-5,Yes,No,No,Yes,No,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,No,Yes,No,Because I'm self-employed and the only person in my organization I would have liked a not applicable option. I don't want my answers to be misleading.,21-30
605,2014-08-27 22:59:00,27.0,Male,United States,PA,No,No,No,,1000+,No,Yes,Yes,,,,Yes,,Maybe,Maybe,No,No,No,Maybe,No,No,,21-30
606,2014-08-27 23:09:00,32.0,Male,United States,MI,No,No,No,Sometimes,100-500,No,Yes,No,Yes,No,No,,,Maybe,Maybe,Some of them,Some of them,No,No,No,No,,31-40
607,2014-08-27 23:10:00,50.0,Male,United States,WY,No,No,No,Sometimes,1-5,Yes,Yes,,No,No,,,,Yes,Maybe,Some of them,Some of them,No,Maybe,,No,I work for a very small firm that doesn't really have a dedicated H/R person. Also for the question:If you have a mental health condition do you feel that it interferes with your work?...I don't have a diagnosed mental health condition but I suspect I might have some slight depression issues. Definitely have Imposter Syndrome.,41-50
608,2014-08-27 23:10:00,24.0,Male,United States,KY,No,No,No,Never,26-100,No,No,,,No,No,,,Maybe,Yes,Some of them,No,No,Maybe,No,No,,21-30
609,2014-08-27 23:14:00,27.0,Male,United States,NY,No,No,No,,26-100,No,Yes,,No,No,No,,,No,No,Yes,Yes,No,Maybe,Yes,No,,21-30
610,2014-08-27 23:30:00,27.0,Male,Australia,,No,No,No,Never,1-5,Yes,Yes,No,No,No,No,,,Yes,No,No,No,No,Maybe,,No,,21-30
611,2014-08-27 23:54:00,32.0,Male,United States,TX,No,No,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,I went through a divorce and was pretty depressed I went to therapy and my boss (one of the owners) was extremely supportive. I'm not sure I would have got through that rough time with out my co-workers and boss.,31-40
612,2014-08-27 23:56:00,42.0,Male,United States,WI,Yes,No,No,Rarely,6-25,Yes,No,No,Yes,No,No,,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,,41-50
613,2014-08-27 23:57:00,37.0,Male,United States,WA,No,No,No,Often,1000+,No,No,,No,No,No,,,Maybe,No,Some of them,No,No,No,No,No,,31-40
614,2014-08-27 23:59:00,30.0,Male,Singapore,,No,No,No,Sometimes,26-100,No,Yes,,,No,No,,Somewhat easy,Maybe,No,Some of them,No,No,Yes,No,Yes,,21-30
615,2014-08-28 00:02:00,29.0,Male,United States,WA,No,No,No,Rarely,1000+,No,Yes,Yes,No,No,No,,Very easy,Yes,Maybe,Some of them,No,No,No,,No,,21-30
616,2014-08-28 00:05:00,30.0,Male,United States,GA,Yes,No,Yes,Often,6-25,Yes,Yes,No,,No,Yes,,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,No,,21-30
617,2014-08-28 00:17:00,35.0,Male,United States,MI,No,No,No,Never,26-100,No,Yes,Yes,No,Yes,,,,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,,31-40
618,2014-08-28 00:43:00,35.0,Male,United States,MD,No,Yes,Yes,Rarely,100-500,Yes,No,Yes,Yes,No,No,Yes,Very difficult,Yes,No,Some of them,No,No,Maybe,No,No,I'm diagnosed with Bipolar Disorder. My benefits for mental health exist but are terrible. The deductible is $800. I see a therapist once or twice a month at the cost of $150. The insurance company only values it at $40. My psychiatrist is $180 for 15 minutes. The insurance company values it at $80. It is IMPOSSIBLE to hit my deductible. I don't even bother making the claims.,31-40
619,2014-08-28 00:47:00,38.0,Male,Netherlands,,No,Yes,No,Often,26-100,Yes,Yes,No,,No,,,,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,,No,,31-40
620,2014-08-28 01:04:00,22.0,Male,United Kingdom,,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,,21-30
621,2014-08-28 01:14:00,24.0,Male,Germany,,No,Yes,No,Sometimes,100-500,No,Yes,,No,No,No,,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,,No,We don't fucking talk about it ever.,21-30
622,2014-08-28 01:19:00,22.0,Male,Netherlands,,Yes,No,No,Never,1-5,No,Yes,,,No,No,,,No,Maybe,Some of them,Yes,Maybe,Yes,No,Yes,,21-30
623,2014-08-28 01:30:00,31.0,Female,United States,WA,No,No,Yes,Often,26-100,Yes,Yes,Yes,Yes,No,No,,Very easy,Maybe,No,Some of them,Some of them,No,Yes,,No,,31-40
624,2014-08-28 01:38:00,23.0,Female,United States,CA,No,Yes,Yes,Sometimes,1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,No,,No,,21-30
625,2014-08-28 01:41:00,31.0,Female,United States,OR,No,Yes,Yes,Sometimes,100-500,No,Yes,,No,No,No,,,No,No,Some of them,Some of them,No,No,,No,,31-40
626,2014-08-28 01:56:00,28.0,Female,United States,CA,No,Yes,Yes,Rarely,500-1000,No,Yes,Yes,Yes,Yes,Yes,,Somewhat difficult,Maybe,No,No,Some of them,No,No,No,No,,21-30
627,2014-08-28 02:15:00,37.0,Guy (-Ish) ^_^,Canada,,No,Yes,Yes,Sometimes,100-500,No,No,Yes,Yes,No,No,,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,No,,31-40
628,2014-08-28 02:17:00,34.0,Male,United States,CA,Yes,Yes,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Some of them,No,No,No,No,thanks for what you're doing. FYI these questions dont quite work for entrepreneurs where employer == cofounders / sr mgmt / me,31-40
629,2014-08-28 02:19:00,32.0,Non-binary/Other,Canada,,No,No,No,Sometimes,26-100,Yes,Yes,No,Yes,No,No,Yes,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,Yes,,31-40
630,2014-08-28 02:30:00,28.0,Male,United States,MI,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,,No,,,,Yes,No,Some of them,Some of them,No,No,,Yes,,21-30
631,2014-08-28 02:32:00,24.0,Female,United Kingdom,,No,No,Yes,Sometimes,100-500,No,Yes,No,No,No,No,,,Maybe,No,No,Some of them,No,Maybe,,No,,21-30
632,2014-08-28 02:41:00,56.0,Male,United States,MA,No,Yes,Yes,Rarely,6-25,No,Yes,Yes,Yes,No,No,,,Yes,Maybe,Some of them,Some of them,No,No,,No,,51-60
633,2014-08-28 02:46:00,31.0,Male,Germany,,No,No,No,Sometimes,6-25,Yes,Yes,No,No,No,No,No,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,,31-40
634,2014-08-28 02:49:00,34.0,Female,United States,CA,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,No,,,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No,,31-40
635,2014-08-28 02:52:00,35.0,Male,Germany,,No,No,Yes,Rarely,100-500,No,No,,No,Yes,,,Very easy,No,No,Some of them,Yes,No,No,Yes,No,,31-40
636,2014-08-28 02:54:00,28.0,Male,Germany,,No,No,No,Never,26-100,No,Yes,No,No,No,No,,Somewhat easy,No,No,Some of them,Some of them,Yes,Yes,,No,,21-30
637,2014-08-28 03:05:00,36.0,Male,Poland,,Yes,Yes,Yes,Often,6-25,No,Yes,No,No,No,No,,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,Yes,,31-40
638,2014-08-28 03:06:00,30.0,Male,United Kingdom,,No,No,Yes,Often,26-100,No,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No,,21-30
639,2014-08-28 03:13:00,35.0,Male,United States,,Yes,No,No,,1-5,Yes,Yes,Yes,,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,,31-40
640,2014-08-28 03:13:00,49.0,Male,Japan,,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,Yes,No,,Somewhat difficult,Yes,Yes,No,No,No,No,No,Yes,,41-50
641,2014-08-28 03:15:00,36.0,Male,Germany,,No,No,No,,26-100,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,,31-40
642,2014-08-28 03:16:00,35.0,Male,Germany,,No,No,No,,26-100,No,Yes,No,No,No,No,,Very easy,Maybe,No,Some of them,Some of them,No,No,,No,,31-40
643,2014-08-28 03:29:00,29.0,Female,Australia,,No,Yes,Yes,Sometimes,1000+,No,No,Yes,Yes,Yes,Yes,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,No,No,Yes,,21-30
644,2014-08-28 03:36:00,57.0,Male,United States,CA,No,No,No,Never,26-100,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,,Yes,,51-60
645,2014-08-28 03:42:00,31.0,Female,Belgium,,No,Yes,Yes,Rarely,100-500,No,No,Yes,No,No,No,No,,Maybe,No,Some of them,No,No,No,,Yes,,31-40
646,2014-08-28 03:47:00,37.0,Male,Ireland,,Yes,No,No,Never,6-25,No,Yes,No,No,No,No,,,Yes,Maybe,No,No,No,Maybe,,No,,31-40
647,2014-08-28 03:49:00,25.0,Male,Ireland,,No,Yes,Yes,Sometimes,26-100,No,Yes,No,No,No,No,,,Maybe,No,Some of them,Some of them,No,Maybe,No,No,,21-30
648,2014-08-28 03:52:00,30.0,Male,Australia,,No,No,No,Sometimes,26-100,No,Yes,No,No,No,No,,Very easy,No,No,Some of them,Some of them,No,No,,No,,21-30
649,2014-08-28 04:00:00,26.0,Female,Australia,,No,Yes,No,Sometimes,100-500,No,No,No,Yes,Yes,Yes,,Somewhat easy,No,No,Yes,Yes,No,No,,No,Majority of qs on survey not relevant if you are self employed,21-30
650,2014-08-28 04:02:00,22.0,Female,Netherlands,,No,No,No,Often,6-25,No,Yes,No,No,No,No,,,No,No,No,Some of them,No,Yes,,No,,21-30
651,2014-08-28 04:07:00,39.0,Male,United States,FL,No,No,No,Rarely,1000+,Yes,No,,No,Yes,Yes,,,No,No,Some of them,Some of them,No,Maybe,,No,I mostly suffer from social anxiety which keeps me from attending conferences. In my small dev group a big problem is a supervisor who's a workaholic and will never say no when asked to do something so he's doing the job of at least two ppl (poorly) and working crazy hours setting the tone for the test of us that work/life balance isn't important.,31-40
652,2014-08-28 04:09:00,29.0,Male,United Kingdom,,No,Yes,Yes,Never,100-500,No,Yes,,,,,,,Maybe,Maybe,No,No,No,No,No,No,,21-30
653,2014-08-28 04:11:00,54.0,Male,United Kingdom,,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,,,No,No,,Very easy,No,No,Some of them,Yes,Yes,Yes,,Yes,,51-60
654,2014-08-28 04:16:00,34.0,Female,Australia,,No,Yes,No,Never,500-1000,No,No,,No,Yes,Yes,,,Yes,Maybe,No,No,No,No,,Yes,I don't have any mental health issues but for a number of years I had to care for a family member who did and I felt that I was not able to discuss or get support from friends or colleagues in the same way that I might have if they had suffered from a physical condition.,31-40
655,2014-08-28 04:23:00,32.0,Male,United States,WA,No,No,Yes,Never,500-1000,No,No,Yes,,Yes,Yes,,Very easy,Maybe,No,No,No,No,No,Yes,No,,31-40
